frame,x,y
472.0,212.4042080017542,211.5457354441517
473.0,213.62269841698185,210.96553819883144
474.0,214.6487064359948,210.6246039223782
475.0,215.3998850940324,210.46786816426945
476.0,215.87353933934276,210.43207369319944
477.0,216.1168662519625,210.46110577290295
478.0,216.1978356567216,210.513506370196
479.0,216.7876288078388,210.5638192513571
480.0,215.44973466542703,210.60012201254816
481.0,215.16878975477263,210.61993078377185
482.0,215.9169414163433,210.62606178914365
483.0,216.84093541516276,210.62333990575328
484.0,217.2391500308343,210.61646115904287
485.0,216.83868940844008,210.60892722559723
486.0,215.73427441052823,210.6027755155107
487.0,213.6121824019958,210.59878360192369
488.0,213.28729950060904,210.59687330477905
489.0,212.0667135846906,210.59652532641425
490.0,210.7477282365397,210.59710290582564
491.0,207.7411900511574,210.59805207028637
492.0,206.66160138273145,210.59898987103412
493.0,207.65487175448197,210.5997125025073
494.0,209.675793684024,210.60015873069597
495.0,211.6540483434786,211.05350463836248
496.0,212.93884691826955,209.6391602425232
497.0,213.3395375350035,210.4364610601136
498.0,212.3850188508728,211.1986119924956
499.0,213.4535666499395,211.31606098587497
500.0,210.79879928106865,210.90840618470943
501.0,210.73959243795468,210.29990654064093
502.0,208.178303082309,209.7667553525256
503.0,208.48588779207225,209.45498865021648
504.0,209.07586283565124,209.38915408143973
505.0,209.4162102136508,209.51646097881368
506.0,209.67948602930556,209.75367233080243
507.0,210.1118931435356,210.0214906174772
508.0,210.81848685596864,210.2627739744556
509.0,211.7543178869892,210.44720464440937
510.0,212.79060113654765,210.567363759967
511.0,214.3899027995522,210.63104354718325
512.0,213.9546615711102,210.65333289212455
513.0,214.3787667634787,210.6504496076981
514.0,215.60950997377955,210.63597823494072
515.0,216.21172439517107,210.6193079704739
516.0,218.0209721574663,210.6056473500952
517.0,217.8685374696924,210.59691181413493
518.0,215.9426445652144,210.59289969861416
519.0,214.03179421936537,210.5923713681973
520.0,210.08766156849853,210.59384232167903
521.0,210.6870201255224,210.5960505035698
522.0,209.78761263394165,210.598148091657
523.0,211.75936356637348,210.59970553188745
524.0,213.39934876530063,210.60061624610677
525.0,213.990649868154,210.60097107879088
526.0,213.82642168930872,210.6009457741568
527.0,213.41629810125585,210.6007213461714
528.0,213.14100509678067,210.60044029417463
529.0,213.1672216372748,210.60019199138333
530.0,213.48733042707377,210.6000169980143
531.0,214.6022343546037,210.59992049964947
532.0,213.8943224599976,210.5998875547018
533.0,214.20681771324152,210.5998958319161
534.0,215.42869741917477,210.59992410424232
535.0,216.67792556364455,210.59995654074956
536.0,217.26318004623568,210.59998377629003
537.0,216.943001864946,210.60000201602784
538.0,215.8495504484446,210.6000112935889
539.0,214.30671444232007,210.6000136729123
540.0,212.6638923475144,210.60001182851565
541.0,211.1919382998672,210.60000815022173
542.0,210.04370796862156,210.6000043310673
543.0,209.26137510866727,210.6000013065109
544.0,208.8081098106917,210.59999939470796
545.0,208.60556798090383,210.59999851200288
546.0,208.5655563157673,210.59999837942064
547.0,208.61088775403147,210.59999867731275
548.0,208.68526412586877,210.59999913711837
549.0,208.75468126552863,210.59999957868425
550.0,208.8037083359473,210.59999991004148
551.0,208.82967548361816,210.60000010720648
552.0,208.83692706702743,210.60000018792636
553.0,208.8323226491909,210.60000018817115
554.0,208.82236519634236,210.6000001454446
555.0,208.81181097842767,210.6000000895312
556.0,208.8033612428836,210.60000003931813
557.0,208.1937899984036,210.60000000358045
558.0,209.47293255590836,210.59999998370205
559.0,210.29523252016295,210.5999999768098
560.0,208.21659489114717,210.59999997841396
561.0,207.0448592481028,210.59999998418488
562.0,207.43286232616788,210.5999999908644
563.0,208.78856004561905,210.5999999965076
564.0,210.311276061728,210.60000000031337
565.0,211.43806799452287,210.60000000227248
566.0,211.33737399591828,210.6000000028004
567.0,213.1411535769907,210.60000000244457
568.0,211.59183852264576,210.60000000169856
569.0,209.9020007810984,210.6000000009141
570.0,209.0663751268087,210.6000000002879
571.0,209.04214354079224,210.5999999998888
572.0,209.44727747017623,210.59999999970157
573.0,209.91300523193496,210.59999999966988
574.0,210.21408228202105,210.59999999972865
575.0,210.2760164685117,210.59999999982227
576.0,210.1294447464504,210.59999999991308
577.0,209.8547102069313,210.5999999999816
578.0,209.5380764046461,210.6000000000228
579.0,209.2462344008147,210.60000000003976
580.0,209.0173250557786,210.6000000000402
581.0,208.86316453272332,210.6000000000318
582.0,208.77699760003787,210.60000000002043
583.0,208.74236932761423,210.60000000001
584.0,208.74046992071283,210.60000000000255
585.0,208.75489004694143,210.5999999999984
586.0,208.7738254894072,210.59999999999687
587.0,208.79035222313885,210.5999999999972
588.0,208.8015605688331,210.59999999999823
589.0,208.80724348702705,210.59999999999968
590.0,208.80862231487905,210.6000000000009
591.0,208.80736714830732,210.6000000000018
592.0,208.80498746939463,210.60000000000224
593.0,208.1983569312215,210.6000000000024
594.0,209.47808038863096,210.60000000000247
595.0,209.6953581741688,210.60000000000235
596.0,208.8969472328611,211.05314685314903
597.0,207.9422742287928,210.09192625556443
598.0,207.53130621063332,209.9280818355213
599.0,207.93170651248647,210.5264986184148
600.0,209.04293261067065,211.2424679322625
601.0,210.56977284099065,211.097711824764
602.0,212.1843171441623,211.7588677601298
603.0,214.233256010997,211.08951338839756
604.0,214.08005319226672,209.3461297712022
605.0,214.6329109718302,207.4193481979008
606.0,215.88040368729887,206.02743862772837
607.0,217.03873149931144,205.48118403054067
608.0,217.49341797952465,205.73587364150296
609.0,217.05193265111123,206.5436102231584
610.0,215.8698889630972,207.601621496654
611.0,213.67180680520067,208.6524989818792
612.0,213.29105063305312,209.52985813194056
613.0,212.6432735636735,210.16169814940872
614.0,208.8236085393469,210.5493772756259
615.0,208.16492470868556,210.73815663393503
616.0,208.93410856884483,210.7901065144543
617.0,208.01574092865783,210.76471464567743
618.0,208.3294634535016,210.7082961957873
619.0,209.8893531283109,210.6507474101416
620.0,211.82112629776088,210.6071406088472
621.0,213.3289724895685,210.58167444650908
622.0,214.01666738300156,210.5720768946788
623.0,213.87125570198648,210.573312525286
624.0,213.11680935262416,210.58011789013383
625.0,211.4539333880369,210.5883625015061
626.0,212.2502383589788,210.59549116046992
627.0,210.25273643079777,210.6003864450821
628.0,208.54591487240288,210.6029597702648
629.0,207.95202094693423,210.60369461734425
630.0,208.27115511002847,210.60327043564095
631.0,208.4048702168257,210.6023164049793
632.0,210.4128277747346,210.601291156958
633.0,211.1013285395497,210.6004573733404
634.0,210.4510337169132,210.599912907206
635.0,209.37413737210423,210.59964501081564
636.0,209.2800565866567,210.5995845435413
637.0,207.4495692472168,210.5996478120456
638.0,209.30228444370636,210.5997622680865
639.0,211.5931029155063,210.5998777271988
640.0,213.19569132634905,210.5999672953446
641.0,214.00446776694343,210.600022583792
642.0,214.2864851809109,210.60004695889265
643.0,214.3478139443749,210.1469024219481
644.0,214.4000245801184,211.5612598864958
645.0,214.5384625789885,210.31072257815103
646.0,214.77083649521947,210.5096686565244
647.0,215.0584182981591,211.0090976279773
648.0,215.95483043452103,209.40388630869492
649.0,214.92895574449645,210.5468932638657
650.0,214.90678875570063,210.5726774369693
651.0,215.8362949659657,210.68507279742064
652.0,216.8654539340996,213.18932440750265
653.0,217.30829162953543,213.51713704590725
654.0,216.91249519405525,213.5037462044536
655.0,215.79187069534925,213.1369234283125
656.0,214.25120320426575,214.21171888791616
657.0,212.62410823049524,214.36042516270436
658.0,211.1706073464656,213.5386002366837
659.0,210.03756430538016,212.4078097709725
660.0,209.8691358016793,211.57057434390188
661.0,208.13867700660325,211.32110761837748
662.0,207.7182208496659,211.66117584847592
663.0,208.4744184922762,212.4154337930223
664.0,209.4718853494346,213.8054457439524
665.0,209.9550960038563,213.3077528960224
666.0,209.6226878281253,214.8685133225664
667.0,208.55977348231207,216.18299766751963
668.0,207.6629282957261,216.64343647395933
669.0,204.77417501462983,216.407534103878
670.0,202.5024833277316,215.85188633396305
671.0,203.4439368893825,215.30315810734623
672.0,204.43959895123743,214.9470318933161
673.0,202.3133771967498,214.8339925809967
674.0,199.92700824441127,214.92466896734956
675.0,201.04263089842783,215.13994978663763
676.0,199.84857375230007,215.39903507013165
677.0,198.8118829927837,216.09392763829828
678.0,198.40556858139576,214.8693174122189
679.0,198.37330781600247,216.24672220902167
680.0,198.35801546584295,216.117371588576
681.0,197.53715116386653,216.097509582249
682.0,198.35352482326664,216.2876925765459
683.0,197.9280236070152,216.3814221715678
684.0,196.4239055163552,216.13970653670307
685.0,194.8096409118358,215.5134445755346
686.0,193.8581112254234,214.60481673889325
687.0,193.86726302575585,213.12928322015117
688.0,194.73170463649504,213.1158971452212
689.0,196.12958185192377,212.4652681370175
690.0,197.69779131454808,211.26395887994727
691.0,198.5408163115645,210.60920037915443
692.0,201.57957839819824,208.6710212473686
693.0,201.3164397539932,209.68034855769648
694.0,200.77301352738291,211.26588837943257
695.0,200.83452821723264,212.5565877852815
696.0,201.42773338342784,213.39847904895765
697.0,201.59370461871063,213.90704343350995
698.0,203.51205499522032,214.2422904372122
699.0,204.07484544719196,214.5194178742244
700.0,203.3130496430646,214.7923308561775
701.0,202.16028271282065,215.06876794319763
702.0,201.42381274589377,215.7861299960048
703.0,201.47043292767628,214.60313870512508
704.0,202.26927099741843,215.5844353768649
705.0,203.56062319798343,216.4783132136096
706.0,205.0235702830663,216.67912542067089
707.0,206.38907187906423,216.3159903883208
708.0,207.490553484489,215.7247720755597
709.0,208.2662966153165,215.64573572321245
710.0,208.734457809874,213.912890841702
711.0,208.3549056212672,215.0889962249973
712.0,210.3011484628364,214.55694264861785
713.0,208.6030238316821,215.7043782371153
714.0,209.40610520515023,216.32469366966137
715.0,208.11935239902755,216.0747643053469
716.0,207.5964722266351,215.31925157878604
717.0,208.22242361373404,214.52035354490573
718.0,209.4665339285742,213.98615880332852
719.0,210.091488928012,214.27793321777312
720.0,212.18011622450084,213.03250164362535
721.0,212.6543029895829,214.66382503232333
722.0,211.6362105212499,214.9266414683364
723.0,210.160344051766,215.3187934426896
724.0,209.114014130229,215.86217394955335
725.0,208.91181948561595,215.76050014132352
726.0,209.54022821272744,216.63880271416832
727.0,210.7348589440145,216.25303186545304
728.0,212.15811773332243,214.7655819323316
729.0,213.5207689124325,213.01449004254795
730.0,214.63814325460623,211.70592883978904
731.0,215.4352606393631,211.16580790813885
732.0,215.92235226112268,211.3766632871151
733.0,216.16004440364568,211.66512378849976
734.0,216.2272687388337,213.61732507606771
735.0,216.19837076011297,214.77696827738416
736.0,216.13075543863263,215.01783932261296
737.0,216.0613135594114,214.91212559152248
738.0,216.0086110594229,214.9827351063045
739.0,216.5820425237136,215.4712574913156
740.0,215.28886061415395,215.90716131357647
741.0,214.4677554973494,217.9930400099053
742.0,216.55554230548483,219.3157276280808
743.0,217.7386133260685,219.74631936333765
744.0,217.9647199763812,219.8346242929391
745.0,214.7300787630408,220.53282542374396
746.0,214.27420537034288,220.19898626441412
747.0,214.769067421734,221.02174717704625
748.0,213.14014978745303,222.8039224797126
749.0,211.8548120311056,224.70738978936956
750.0,214.21198756944463,226.0527695001849
751.0,214.0649303328358,226.10017325886116
752.0,213.7222034508845,226.7732781704956
753.0,213.6448738860372,226.1108655257686
754.0,213.65315179880167,224.44844629232503
755.0,213.4992687413272,223.13695757974835
756.0,213.0675473874616,220.99612008277157
757.0,212.38627071895465,220.05418295411187
758.0,211.56851669400265,222.06496762095
759.0,210.74620583056796,223.9046508058897
760.0,210.0247965375545,224.7752714204599
761.0,209.46384405851003,224.86849633146684
762.0,209.0777648695325,224.62913408648615
763.0,208.8478798503796,224.41942809292047
764.0,209.94618013098903,224.4217920238789
765.0,207.351961387888,224.6608399122698
766.0,206.92737934467843,225.06715614259
767.0,208.55226575361183,225.53970157385007
768.0,209.88673260200895,225.5354816889765
769.0,212.01249525234883,227.316930045406
770.0,212.04711098594527,226.78113553754875
771.0,207.1454771437641,226.17860612358388
772.0,204.1993182222404,226.13887475717289
773.0,201.5715939904456,226.5682563047021
774.0,199.2345119594455,227.1668996219321
775.0,197.5414215925834,227.6774751256589
776.0,196.7116318195096,227.96608601280667
777.0,196.71473225227,228.46745321863872
778.0,197.3360281559121,227.36857689073824
779.0,198.2899524952856,226.51040009109093
780.0,198.7101714918045,227.8026098271014
781.0,201.50468865285308,228.4437878670816
782.0,201.13731063742893,227.9725784275101
783.0,200.58241005699443,226.8392042812324
784.0,200.6818093541748,225.6358732700117
785.0,201.329432669064,224.76969966241157
786.0,202.1500731263767,224.8484040087784
787.0,202.82366990386976,223.50978295805984
788.0,203.79356387961516,225.1410858931692
789.0,201.3480469393757,225.0072388250508
790.0,203.49444883784355,226.43965792933977
791.0,205.00348899092015,227.67698947742548
792.0,202.11717192410163,226.07672887634035
793.0,201.96927681296867,226.5688846754024
794.0,200.2427892649432,225.5334909453561
795.0,199.11285836391752,225.35872342073807
796.0,201.2645349572194,224.38500265885617
797.0,203.0386053991837,224.9211579107186
798.0,203.7303368396141,224.24490432168687
799.0,203.7401843791052,225.60253452907816
800.0,203.6373018372101,226.21385905402408
801.0,203.79083343936952,225.3708483622532
802.0,204.3099746411698,223.40575370230704
803.0,205.1176823407934,220.98292188100197
804.0,206.05417178573964,218.69913265932013
805.0,206.9596705908803,216.92127198900587
806.0,207.7207899237021,215.77494392269023
807.0,208.88823655194128,215.6608616377401
808.0,207.36608446415923,214.11100533322772
809.0,208.6254491573628,215.03359947202284
810.0,210.32173979958856,216.03357135651103
811.0,209.19933487545964,216.39729239722905
812.0,208.4051575673372,216.186776294576
813.0,208.35110679338075,215.25317582075144
814.0,208.5605705130731,215.74480705990945
815.0,208.53378474836944,215.6126812351425
816.0,207.4313370343757,215.389066075761
817.0,208.3744872342741,213.8149398141774
818.0,205.5004573083698,213.5552746607709
819.0,205.1182110929708,213.79625557925607
820.0,202.78067218126984,217.4975871387244
821.0,201.42921711132,219.4582002533612
822.0,201.47493775458904,219.2921389595784
823.0,202.3653769777216,218.6297948321053
824.0,203.41823906632104,216.7787186433762
825.0,204.168914892878,216.58280842595047
826.0,204.4362321712329,218.08902128575775
827.0,204.25598841350669,220.3859606160415
828.0,203.77777484057015,222.1037494579137
829.0,202.5716770449786,224.55487036133084
830.0,203.27062580934808,225.82083044591644
831.0,203.01401308420355,224.189234693968
832.0,201.88322703766892,222.76926491788075
833.0,200.7322286970808,222.3173734655823
834.0,200.23267152371812,222.59914703896868
835.0,200.6162443265612,222.68758773494804
836.0,201.7492175539467,224.07715530082436
837.0,203.91555391496905,224.378588059848
838.0,204.28178557036975,223.61721575235543
839.0,204.9278988939306,222.525838731208
840.0,208.14910336274508,221.7484398554692
841.0,210.09784465050012,221.58993995686257
842.0,210.76346346721743,222.49601728097525
843.0,208.3265569748838,221.9536704878294
844.0,206.62469116917637,223.79470268799835
845.0,206.2506809069932,225.55921975775848
846.0,206.6280974288761,226.5008415169145
847.0,207.0526644835,226.6828689320396
848.0,207.0903221341446,226.4361245997833
849.0,206.02312815158064,226.08076814802493
850.0,206.4499727322268,226.27375515129503
851.0,206.2305287509544,225.2267841537956
852.0,203.12236542837817,225.14117390059332
853.0,200.472238636706,225.92591390777088
854.0,202.09638808408988,226.87085626511487
855.0,201.3652582397667,227.8508581032101
856.0,202.9282088446268,226.7653076122683
857.0,204.6359444698952,225.8894129832404
858.0,202.9992133521385,225.41253726167608
859.0,203.8770014814047,224.9472949168909
860.0,204.75599499759767,224.1756219532484
861.0,205.09610593676013,223.0191252566329
862.0,205.09902258857983,221.5930393749606
863.0,205.0892222127043,220.09783482314865
864.0,205.2720182561472,218.7251043892123
865.0,205.69433829784492,217.60407677861227
866.0,206.29191013464987,216.7873497816908
867.0,206.9548150297104,216.2628941665298
868.0,207.57892075633265,215.97783163085245
869.0,208.0936030641704,215.86286501384023
870.0,208.46850336366956,215.85103411142552
871.0,208.70683877755465,215.88868839516337
872.0,208.8329495296839,215.93938834042063
873.0,208.87975375487036,215.9828151075381
874.0,208.87923462718135,216.011020771157
875.0,208.85693283343696,216.02394021603527
876.0,208.83001602800516,216.02541234817812
877.0,208.80783977302923,216.02029994705063
878.0,208.7938148279074,216.01280013390792
879.0,208.78761977396792,216.00574220999232
880.0,208.7871440656978,216.0005520024748
881.0,208.78987790270816,215.99756775208857
882.0,208.7937118451827,215.9964644763697
883.0,208.79725290125157,215.99663550877148
884.0,208.79981895169985,215.99746208441204
885.0,208.8012677991096,215.998460650354
886.0,208.80177980777552,215.99933083346423
887.0,208.8016669091079,215.9999392417498
888.0,208.80124004604497,216.00027263876277
