frame,x,y
1.0,259.2,302.4
187.0,200.2909090909092,216.0000000000001
188.0,202.59783852511129,216.0000000000001
189.0,204.7533028954517,215.54685314685344
190.0,206.50532697955717,216.50807374443792
191.0,207.75836619654413,216.67191816448093
192.0,208.5365454941665,216.52664823473447
193.0,208.9339378324236,214.39631147015575
194.0,209.06920645285527,215.3384437551958
195.0,209.65752751720845,215.439549022766
196.0,208.29478362550145,216.2264559254525
197.0,207.9858026050744,217.56226097444835
198.0,209.3169184466428,218.8805871398833
199.0,208.94772020908317,219.73936258049903
200.0,208.52016203087945,219.97384913516004
201.0,210.20165765047267,219.65331409904567
202.0,210.8795373934171,218.5197240991733
203.0,207.69862826116807,218.66013298837976
204.0,204.52323566583476,218.04091000179076
205.0,202.3627248103396,216.8064129970022
206.0,201.0668354872274,215.6430329323749
207.0,200.20448273015612,215.0671227071686
208.0,199.4359740880288,215.2420892410318
209.0,198.60566064202527,216.4987759514348
210.0,197.70709048744172,216.70503209384415
211.0,196.81139600430595,217.79394788192548
212.0,195.40027254096464,219.06361559071095
213.0,195.4221849089037,221.61707104350137
214.0,196.4439015106993,222.68454591722988
215.0,195.55530594270232,222.58202683090127
216.0,193.63265805395804,220.2226749661769
217.0,192.19626625893352,218.63277974846076
218.0,192.1757184591892,218.2833725232576
219.0,193.70732850123755,218.6906598560611
220.0,196.97831500131247,218.7907646006754
221.0,197.65504754827316,220.0465826468048
222.0,203.6803516190625,220.1038283140672
223.0,206.21501920944527,219.0487138469593
224.0,207.25676602076837,217.6716173469628
225.0,207.7751292648664,217.10896889063216
226.0,208.15662167459192,215.36269257876097
227.0,208.50034512129912,216.5043756738453
228.0,208.79464384948253,218.08343286592972
229.0,209.0082748282807,219.2268538771448
230.0,208.52252452044127,220.27873834912887
231.0,209.8355014057378,219.09350628715416
232.0,210.62569539800447,219.9621258379276
233.0,208.4780873270684,221.23916043930677
234.0,207.2262878512587,220.51459790678348
235.0,207.54123619229296,219.6719663658651
236.0,208.8404825534532,220.84054054385632
237.0,210.32587003259985,221.40446598565907
238.0,210.82811249773997,221.44420470683912
239.0,213.20965203162496,219.54487213217828
240.0,212.06442013431695,218.4627763083809
241.0,210.5656111050503,218.50775896025863
242.0,209.739941816278,219.1369654705192
243.0,209.00412168184192,219.7512687103324
244.0,211.1360247040853,219.9931929745735
245.0,210.37870344111752,219.32194309386867
246.0,208.92887586252328,219.70188267583032
247.0,210.02651231624316,219.09661794582112
248.0,211.196371371603,217.71310691475108
249.0,209.63439676798163,216.31930056932785
250.0,208.25195131143332,215.50230646775552
251.0,210.05443968362545,215.47215084147703
252.0,212.10344953392152,216.58092755412017
253.0,211.23311540411973,216.69792442591057
254.0,210.7915084213861,217.74572733333704
255.0,211.29371601031488,219.46036057448316
256.0,212.2438004492626,221.0625872496963
257.0,213.04762719193172,221.9829018811253
258.0,213.3579858141462,222.0417012751973
259.0,213.11271002554355,221.37137636473204
260.0,212.4434053686384,220.71364777013173
261.0,211.5600413000361,218.50703181374027
262.0,210.6618964258439,217.20092295729071
263.0,209.8894130556574,216.89739797687125
264.0,209.31189392027272,216.99502670441743
265.0,208.93832444238245,216.94462209258347
266.0,208.7383581162454,216.4852300187981
267.0,208.66383247707836,215.62254428096583
268.0,208.66541507730943,214.51628043252148
269.0,208.70259088630704,213.3671324443832
270.0,208.74758816179664,212.3408438528392
271.0,208.78499137729952,211.08174641197647
272.0,208.80900410505865,211.48586272172528
273.0,208.81998403844017,211.31850441044784
274.0,208.82131190407904,210.56356403022303
275.0,208.8171069330309,209.8068129125086
276.0,208.810885215697,209.5208073598282
277.0,208.8050082071506,210.32040282229624
278.0,208.8006669686429,210.23839438274936
279.0,208.79814893307267,210.80028095860683
280.0,208.7971906110685,213.58972144729427
281.0,208.7972935336225,215.55940216444216
282.0,208.193751576969,216.56684720703
283.0,210.08037959752056,214.70891447474992
284.0,209.0179174461352,214.69510773187065
285.0,208.0020645861386,215.2127455345434
286.0,207.2414040841654,214.0203662637763
287.0,209.06656168046743,213.4775147563113
288.0,210.7004663786098,213.7782522316779
289.0,209.33171509566031,214.4161371140668
290.0,208.5742291804194,214.88672439396208
291.0,209.0486477485645,214.9280748399613
292.0,210.2335839406815,214.5217834304655
293.0,210.8352155480509,213.8013672147355
294.0,212.8862926673334,212.9516317396429
295.0,213.2865366503248,212.1364591481513
296.0,212.16082170392264,211.46331025076023
297.0,210.56000322503576,210.9776707494233
298.0,209.99476539104728,210.6755482951997
299.0,207.80052709914304,210.5228655548653
300.0,210.0150570100362,210.47393609020037
301.0,210.28538025531472,210.48497668512425
302.0,212.8968059594824,210.52163455184407
303.0,214.71799105614568,210.10824307687912
304.0,215.78184299144925,211.5537307937596
305.0,214.0457629229657,210.7751247069972
306.0,213.09220401202808,210.02044185160028
307.0,213.3336674636209,209.44947497678865
308.0,214.1127662775844,210.81382576595308
309.0,214.725240242059,212.03359564415956
310.0,214.7848289272466,211.00206137216537
311.0,214.24213281212477,210.430489541053
312.0,212.66095095408383,210.78445558542177
313.0,213.38282416915277,211.67260196747705
314.0,211.19367339094103,212.57724255104964
315.0,209.2400342143592,213.1549861855922
316.0,208.40112777286225,212.83889612550348
317.0,208.5153179013892,214.0079853683897
318.0,209.1054598116639,212.72635585355675
319.0,209.74125940384647,211.39560713368945
320.0,210.16762675386036,210.7467281405084
321.0,210.3038841029571,210.73144243935613
322.0,210.18856965431868,211.04970159184435
323.0,209.91572764495584,211.41558353217064
324.0,208.98118346344748,211.6549756075201
325.0,210.55656711026387,211.710107060674
326.0,209.24772588926027,211.6041596824989
327.0,208.0653761403159,211.39862622687093
328.0,208.42022700702924,210.70653524558767
329.0,207.64536119980048,211.4466748087588
330.0,207.6328689584894,211.88989661981572
331.0,210.43978795198765,210.2130900257156
332.0,212.04987681810465,209.26774622553435
333.0,211.7694650090824,209.53144926293896
334.0,210.2575413195464,210.09293798140612
335.0,209.02968841881756,212.2067871233591
336.0,205.6617857420796,213.230015224326
337.0,205.89836655299789,213.4750009212584
338.0,206.74808971992465,211.74494329346567
339.0,206.62369639766587,210.45942634594024
340.0,207.94820167369963,212.26833237162484
341.0,208.0031328449908,212.51008558750848
342.0,207.06526747944167,212.7736608244448
343.0,206.12030766567588,213.2604086314659
344.0,205.8889153534039,213.73301125390452
345.0,206.5919171295766,213.95594269544856
346.0,208.66116300683328,213.38381727325145
347.0,209.2456926484128,214.38097886735835
348.0,210.9226811657463,212.98723675156032
349.0,213.36882301797243,211.5823838523937
350.0,215.5792804820888,210.88198235120316
351.0,216.8268963170024,210.8285332993568
352.0,216.89799997171716,211.1172582502323
353.0,215.98696615921597,211.4601216891544
354.0,213.88478223107225,211.68207283582825
355.0,214.09833675450423,211.7247105206128
356.0,211.50632281207012,211.61050918554224
357.0,208.68210737760575,211.40010699146052
358.0,208.98435447328347,211.15876072547115
359.0,209.87503547286232,210.93688242470316
360.0,207.7930925798769,210.76320977286417
361.0,209.17958823172572,210.64651571234947
362.0,208.9717464511561,210.5815159969133
363.0,210.0848537140288,210.5556144942752
364.0,209.47097265188316,210.55447691978
365.0,211.9413500015486,210.56563034261995
366.0,213.9434992007018,210.58012308422823
367.0,214.41510561249848,210.59272059888235
368.0,213.55022625592787,210.6012383587474
369.0,211.98217678237572,210.15239323400425
370.0,209.72211719234787,211.11464155719503
371.0,210.269392670285,211.27751619541644
372.0,208.35319710301,210.6772816843559
373.0,206.95633005842723,209.9594588990391
374.0,206.77716677349144,209.6496222395721
375.0,206.90657270965409,209.94879225918405
376.0,209.87672236006057,211.23474497655
377.0,209.78887125134085,211.4184584503368
378.0,209.39448537372823,212.4655953623364
379.0,209.45829171852864,214.14777079897084
380.0,209.8982811813342,215.7102834216429
381.0,210.41093405389745,216.5973486854204
382.0,210.1493992525455,216.1814642613425
383.0,211.5018448896236,216.46232559792008
384.0,212.1425083742041,215.51384337773104
385.0,209.71449343495132,213.67355249786127
386.0,208.12888479714945,211.82070554082287
387.0,207.5197518602637,211.06866872139344
388.0,209.83800878894613,209.339860951304
389.0,211.95848506932157,210.61388760566308
390.0,210.870665277388,212.3626635045883
391.0,210.1372483669317,213.6614755621404
392.0,210.42602428371688,214.37555858854003
393.0,211.30511642119856,215.12753190356935
394.0,211.57012101654672,214.2682956361725
395.0,213.92389021932323,213.7166963264196
396.0,212.8115441962276,215.8375975761777
397.0,210.71141878137783,215.46892143134184
398.0,211.10814178562688,216.17872725197924
399.0,211.08132791561655,216.58450924277875
400.0,210.38749496993643,214.7815071176997
401.0,209.5962941560589,213.05360672631812
402.0,209.23371846156203,213.7236363130393
403.0,210.1194528998876,214.1877530633329
404.0,209.69342590678588,213.97551897620585
405.0,210.67623812147957,213.4035628747324
406.0,212.76084041596357,212.89259723295444
407.0,214.87907133241657,212.7011405768909
408.0,216.20868028527207,212.88701238364845
409.0,216.4441377977405,213.36718032555348
410.0,215.71024689444485,213.5454183970801
411.0,214.36048852554944,215.60323441385967
412.0,212.79050835793217,215.36168498805108
413.0,211.3183535896634,215.01741881082876
414.0,210.13559671195185,215.17250308466524
415.0,209.31095975439976,215.72808895981288
416.0,208.82237971871672,216.393769714206
417.0,208.5971084400657,216.9284318076783
418.0,208.5466754681934,217.2151108722555
419.0,208.5907230653907,217.2493833755128
420.0,208.66906399824745,217.09537512901707
421.0,208.7443659091915,216.8407459481409
422.0,208.79895878687748,216.5647416718849
423.0,208.8290410295212,216.32220953742893
424.0,208.83868174209127,216.14057600332288
425.0,208.8349882398268,216.02475255956543
426.0,208.82493492677588,215.96523929093567
427.0,208.8137615093368,215.9460675010779
428.0,208.8045485879745,215.9507875412524
429.0,208.798502916977,215.96598404694936
430.0,208.7955472833717,215.9826132134736
431.0,208.79493333473656,215.9958272623276
432.0,208.79572416160647,216.00399725477507
433.0,208.79709592362076,216.00750612381773
434.0,208.7984734483063,216.00767700698177
435.0,208.7995460006528,216.00600645037824
436.0,208.80021538023925,216.0037274724088
437.0,208.8005196907435,215.54849654180083
438.0,208.8005614942939,216.50821478820143
439.0,208.1962588835872,216.6712130317703
440.0,209.477725149234,216.52564304552004
441.0,210.3002270001017,214.84851547670445
442.0,208.2205966526552,214.3765238506468
443.0,207.04744483981236,214.8221446769878
444.0,207.4341197319248,217.332778248314
445.0,208.7888327858181,219.4032948431487
446.0,210.31096772815383,218.7544939212196
447.0,211.4375236977566,218.12502706171244
448.0,211.9410257971685,217.66324649887423
449.0,211.85910740518364,219.0081678922888
450.0,211.3731234594125,220.0204273841541
451.0,210.69977948762892,218.61214723775132
452.0,209.4167976533328,217.56406180173212
453.0,210.73500791148248,217.4243612941136
454.0,209.2657187699704,217.8697687387724
455.0,208.0042473679768,218.4232606672328
456.0,207.73287978463895,218.75413919803276
457.0,207.64624276696236,218.74007059092003
458.0,209.76228056144527,218.41883746113916
459.0,211.33730167812485,217.9095713707152
460.0,209.7139166278452,217.34499878614903
461.0,208.6584873637216,217.282924160571
462.0,208.892461628955,215.9164175016476
463.0,209.33276626349124,215.4759736440801
464.0,211.77817668000745,215.9151030156428
465.0,212.796561708844,216.56163291404528
466.0,212.25051072653432,216.85879671450712
467.0,211.0488680893411,216.5778022424739
468.0,210.063490536694,215.7735611976935
469.0,209.75882182957275,214.65514070150903
470.0,210.19437138336488,213.46294975307188
471.0,211.17300982562705,212.38927768326695
